filename1	filename2	levenshtein	jaccard	jarowinkler	arithmetic_mean	geometric_mean
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	34ca75a8c190f20b8a7596afeb255f2228cb2467bd210b2637965b61ac7ea907	0.65625	0.5897435897435898	0.8883876811594202	0.7114604236343367	0.700559496215242
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	35ab54a9502e975c996cbaee3d6a690da753b4af28808d3be2054f8a58e5c7c5	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	dcbbae5a1c61dbbbb7dcd6dc5dd1eb1169f5329958d38b58c3fd9384081c9b78	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	9cdaacaba35c3a473ec5b652d035a9593ee822609e79662223869e2b7298dc0a	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	9ef7dbd3da51332a78eff19146d21c82957821e464e8133e9594a07d716d892d	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	bbe1949ffd9188f5ad316c6f07ef4ec18ba00e375c0e6c2a6d348a2a0ab1e423	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	00bc665d96ecadc6beb2a9384773a70391f08f8e7a2876253f32ceec793eb728	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	ff3b45ecfbbdb780b48b4c829d2b6078d8f7673d823bedbd6321699770fa3f84	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	9d7c3463d4a4f4390313c214c7a79042b4525ae639e151b5ec8a560b0dd5bd0a	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	4715a5009de403edd2dd480cf5c78531ee937381f2e69e0fb265b2e9f81f15c4	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	7d7d9a9df8b8ffd0a0c652a3d41b9a5352efb19424e42942aaf26196c9698019	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	29decd1e88b297aa67fef6e14e39889cfd2454c581b9371a1003b63a28324d0f	0.06666666666666665	0.11111111111111116	0.3388888888888888	0.1722222222222222	0.1359068000770097
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	320d091b3f8de8688ce3b45cdda64a451ea6c22da1fcea60fe31101eb6f0f6c2	0.06666666666666665	0.11111111111111116	0.3388888888888888	0.1722222222222222	0.1359068000770097
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	afdc010fc134b0b4a8b8788d084c6b0cff9ea255d84032571e038f1a29b56d0a	0.1875	0.47619047619047616	0.6097222222222222	0.42447089947089944	0.3789989444186484
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	0f9f31bbc69c8174b492cf177c2fbaf627fcdb5ac4473ca5589aa2be75cee735	0.1333333333333333	0.41463414634146334	0.5674603174603173	0.37180926571170464	0.31538892049935724
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	89da9a4a5c26b7818e5660b33941b45c8838fa7cfa15685adfe83ff84463799a	0.06666666666666665	0.11111111111111116	0.3388888888888888	0.1722222222222222	0.1359068000770097
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	cd93f6df63187e3ac31ea56339f9b859b0f4fbe3e73e1c07192cef4c9a6f8b08	0.06666666666666665	0.11111111111111116	0.3388888888888888	0.1722222222222222	0.1359068000770097
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	1a1fe7b6455153152037668d47c7c42a068b334b91949739ed93256d5e3fbd89	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	9cf4b83688dd5035623182d6a895c61e1e71ea02dc3e474111810f6641df1d69	0.1333333333333333	0.2272727272727273	0.44999999999999996	0.27020202020202017	0.23890919115885198
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	5fc108db5114be4174cb9365f86a17e25164a05cc1e90ef9ee29ab30abed3a13	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	a9a89bb76c6f06277b729bc2de5e1aaef05fc0d9675edbc0895c7591c35f17eb	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	14736be09a7652d206cd6ab35375116ec4fad499bb1b47567e4fd56dcfcd22ea	0.16666666666666663	0.23809523809523814	0.49595959595959593	0.30024050024050025	0.2699905636738821
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	ff07325f5454c46e883fefc7106829f75c27e3aaf312eb3ab50525faba51c23c	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	18f24841651461bd84a5eac08be9bce9eab54b133b0e837d5298dac44e199d5f	0.21875	0.55	0.6472222222222221	0.4719907407407407	0.4270263986500196
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	10d21d4bf93e78a059a32b0210bd7891e349aabe88d0184d162c104b1e8bee2e	0.06666666666666665	0.22580645161290325	0.6075396825396826	0.30000426693975085	0.2091253009760966
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	0c644fedcb4298b705d24f2dee45dda0ae5dd6322d1607e342bcf1d42b59436c	0.06666666666666665	0.22580645161290325	0.6075396825396826	0.30000426693975085	0.2091253009760966
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	b83c41763b5e861e15614d3d6ab8573c7948bf176143ee4142516e9b8bcb4423	0.23333333333333328	0.4545454545454546	0.6159544159544159	0.43461106794440124	0.40274877289555605
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	2bef4a398a88749828afac59b773ae8b31c8e4e5b499aad516dd39ada1a11eca	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	9a72e56ac0f1badd3ca761b53e9998a7e0525f2055dbec01d867f62bdb30418e	0.06666666666666665	0.11111111111111116	0.3388888888888888	0.1722222222222222	0.1359068000770097
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	bd83e801b836906bab4854351b4d6000e0a435736524a504b9839b5f7bdf97cc	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	b1af67bcfaa99c369960580f86e7c1a42fc473dd85a0a4d3b1c989a6bc138a42	0.06666666666666665	0.11111111111111116	0.3388888888888888	0.1722222222222222	0.1359068000770097
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	9ec80626504ca869f5e731aef720e446936333aaf6ab32bae03c0de3c2299f34	0.16666666666666663	0.41463414634146334	0.5765873015873016	0.3859627048651439	0.34155419933769626
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	9ee1a587acaddb45481aebd5778a6c293fe94f70fe89b4961098eb7ba32624a8	0.23333333333333328	0.4545454545454546	0.6159544159544159	0.43461106794440124	0.40274877289555605
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	dfc24fa837b6cd3210e7ea0802db3dcf7bb1f85bff2c1b4bda4c3c599821bf8c	0.1333333333333333	0.2272727272727273	0.4101851851851852	0.2569304152637486	0.2316445091739198
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	707971879e65cbd70fd371ae76767d3a7bff028b56204ca64f27e93609c8c473	0.19999999999999996	0.33333333333333326	0.5492063492063491	0.36084656084656075	0.33205862362272254
a196c6b8ffcb97ffb276d04f354696e2391311db3841ae16c8c9f56f36a38e92	39e8455d21447e32141dc064eb7504c6925f823bf6d9c8ce004d44cb8facc80b	0.025000000000000022	0.07692307692307687	0.36388888888888893	0.15527065527065528	0.0887813648225976
